# Region type : patch outlet
# Faces         : 8
# Area          : 1.00000000e-02
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(T)
490.25          	9.00832907e-01
490.75          	9.00979735e-01
491.25          	9.01126146e-01
491.75          	9.01272142e-01
492.25          	9.01417726e-01
492.75          	9.01562901e-01
493.25          	9.01707670e-01
493.75          	9.01852035e-01
494.25          	9.01995999e-01
494.75          	9.02139565e-01
495.25          	9.02282736e-01
495.75          	9.02425515e-01
496.25          	9.02567903e-01
496.75          	9.02709905e-01
497.25          	9.02851523e-01
497.75          	9.02992758e-01
498.25          	9.03133615e-01
498.75          	9.03274095e-01
499.25          	9.03414201e-01
499.75          	9.03553935e-01
500.25          	9.03693301e-01
500.75          	9.03832301e-01
501.25          	9.03970937e-01
501.75          	9.04109211e-01
502.25          	9.04247127e-01
502.75          	9.04384686e-01
503.25          	9.04521892e-01
503.75          	9.04658745e-01
504.25          	9.04795250e-01
504.75          	9.04931407e-01
505.25          	9.05067220e-01
505.75          	9.05202691e-01
506.25          	9.05337822e-01
506.75          	9.05472615e-01
507.25          	9.05607072e-01
507.75          	9.05741197e-01
508.25          	9.05874990e-01
508.75          	9.06008454e-01
509.25          	9.06141592e-01
509.75          	9.06274405e-01
510.25          	9.06406895e-01
510.75          	9.06539065e-01
511.25          	9.06670916e-01
511.75          	9.06802451e-01
512.25          	9.06933672e-01
512.75          	9.07064580e-01
513.25          	9.07195178e-01
513.75          	9.07325468e-01
514.25          	9.07455451e-01
514.75          	9.07585129e-01
515.25          	9.07714505e-01
515.75          	9.07843579e-01
516.25          	9.07972355e-01
516.75          	9.08100834e-01
517.25          	9.08229017e-01
517.75          	9.08356907e-01
518.25          	9.08484505e-01
518.75          	9.08611812e-01
519.25          	9.08738832e-01
519.75          	9.08865564e-01
520.25          	9.08992012e-01
520.75          	9.09118177e-01
521.25          	9.09244059e-01
521.75          	9.09369662e-01
522.25          	9.09494987e-01
522.75          	9.09620034e-01
523.25          	9.09744806e-01
523.75          	9.09869305e-01
524.25          	9.09993531e-01
524.75          	9.10117487e-01
525.25          	9.10241174e-01
525.75          	9.10364593e-01
526.25          	9.10487746e-01
526.75          	9.10610634e-01
527.25          	9.10733259e-01
527.75          	9.10855622e-01
528.25          	9.10977724e-01
528.75          	9.11099568e-01
529.25          	9.11221153e-01
529.75          	9.11342483e-01
530.25          	9.11463557e-01
530.75          	9.11584378e-01
531.25          	9.11704946e-01
531.75          	9.11825263e-01
532.25          	9.11945330e-01
532.75          	9.12065149e-01
533.25          	9.12184720e-01
533.75          	9.12304046e-01
534.25          	9.12423126e-01
534.75          	9.12541963e-01
535.25          	9.12660557e-01
535.75          	9.12778910e-01
536.25          	9.12897023e-01
536.75          	9.13014897e-01
537.25          	9.13132533e-01
537.75          	9.13249932e-01
538.25          	9.13367096e-01
538.75          	9.13484026e-01
539.25          	9.13600721e-01
539.75          	9.13717185e-01
540.25          	9.13833417e-01
540.75          	9.13949419e-01
541.25          	9.14065192e-01
541.75          	9.14180737e-01
542.25          	9.14296055e-01
542.75          	9.14411146e-01
543.25          	9.14526013e-01
543.75          	9.14640655e-01
544.25          	9.14755074e-01
544.75          	9.14869271e-01
545.25          	9.14983247e-01
545.75          	9.15097003e-01
546.25          	9.15210539e-01
546.75          	9.15323856e-01
547.25          	9.15436956e-01
547.75          	9.15549840e-01
548.25          	9.15662507e-01
548.75          	9.15774960e-01
549.25          	9.15887199e-01
549.75          	9.15999225e-01
550.25          	9.16111038e-01
550.75          	9.16222640e-01
551.25          	9.16334032e-01
551.75          	9.16445213e-01
552.25          	9.16556186e-01
552.75          	9.16666951e-01
553.25          	9.16777508e-01
553.75          	9.16887859e-01
554.25          	9.16998004e-01
554.75          	9.17107944e-01
555.25          	9.17217680e-01
555.75          	9.17327212e-01
556.25          	9.17436542e-01
556.75          	9.17545669e-01
557.25          	9.17654596e-01
557.75          	9.17763322e-01
558.25          	9.17871848e-01
558.75          	9.17980175e-01
559.25          	9.18088304e-01
559.75          	9.18196235e-01
560.25          	9.18303970e-01
560.75          	9.18411507e-01
561.25          	9.18518850e-01
561.75          	9.18625997e-01
562.25          	9.18732951e-01
562.75          	9.18839710e-01
563.25          	9.18946277e-01
563.75          	9.19052651e-01
564.25          	9.19158834e-01
564.75          	9.19264826e-01
565.25          	9.19370627e-01
565.75          	9.19476238e-01
566.25          	9.19581660e-01
566.75          	9.19686894e-01
567.25          	9.19791940e-01
567.75          	9.19896798e-01
568.25          	9.20001470e-01
568.75          	9.20105955e-01
569.25          	9.20210255e-01
569.75          	9.20314369e-01
570.25          	9.20418299e-01
570.75          	9.20522046e-01
571.25          	9.20625608e-01
571.75          	9.20728988e-01
572.25          	9.20832186e-01
572.75          	9.20935202e-01
573.25          	9.21038037e-01
573.75          	9.21140690e-01
574.25          	9.21243164e-01
574.75          	9.21345458e-01
575.25          	9.21447573e-01
575.75          	9.21549510e-01
576.25          	9.21651268e-01
576.75          	9.21752848e-01
577.25          	9.21854252e-01
577.75          	9.21955478e-01
578.25          	9.22056529e-01
578.75          	9.22157404e-01
579.25          	9.22258103e-01
579.75          	9.22358628e-01
580.25          	9.22458979e-01
580.75          	9.22559155e-01
581.25          	9.22659159e-01
581.75          	9.22758989e-01
582.25          	9.22858647e-01
582.75          	9.22958133e-01
583.25          	9.23057447e-01
583.75          	9.23156591e-01
584.25          	9.23255563e-01
584.75          	9.23354365e-01
585.25          	9.23452998e-01
585.75          	9.23551461e-01
586.25          	9.23649755e-01
586.75          	9.23747880e-01
587.25          	9.23845837e-01
587.75          	9.23943627e-01
588.25          	9.24041249e-01
588.75          	9.24138704e-01
589.25          	9.24235992e-01
589.75          	9.24333115e-01
590.25          	9.24430071e-01
590.75          	9.24526862e-01
591.25          	9.24623488e-01
591.75          	9.24719950e-01
592.25          	9.24816247e-01
592.75          	9.24912381e-01
593.25          	9.25008351e-01
593.75          	9.25104157e-01
594.25          	9.25199802e-01
594.75          	9.25295283e-01
595.25          	9.25390603e-01
595.75          	9.25485761e-01
596.25          	9.25580758e-01
596.75          	9.25675593e-01
597.25          	9.25770269e-01
597.75          	9.25864784e-01
598.25          	9.25959139e-01
598.75          	9.26053334e-01
599.25          	9.26147371e-01
599.75          	9.26241248e-01
